REGON;;NSK;s_osoba_us;s_typ;s_nrj;s_ad1;s_ad2;s_pkd;s_lps;s_waga;s_a4;s_a5a;s_a5b;s_a5d;s_a5e;s_a5f;s_a5g;s_a5h;s_a6;s_a7a;s_a7b;s_a7c;w_a4_1;w_request;w_a5a;w_a5b;w_a5d;w_a5e;w_a5f;w_a5g;w_a5h;w_a6;w_a7a;w_a7b;w_a7c
03018675400000;;"FHU ""AGA"" Agnieszka GÛrska                                              ";Mirela ZieliÒska                                  ;ZT;2541   ;ul. KrÛlowej Jadwigi 26                                       ;Bia≥a Podlaska               ;4711 ;33;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.eko-taxus.pl;1.0;1;2;2;1;2;1;2;2;2;2;2
06159751300000;;"""B 4 BARTECKI"" SP”£KA KOMANDYTOWA                                       ";Katarzyna Kalinowska                              ;ZT;2709   ;ul. åwiÍtojurska 10                                           ;TomaszÛw Lubelski            ;6820 ;18;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.bartecki.pl;1.0;1;2;2;2;2;2;2;2;1;1;1
09004952000000;;POMORSKA FABRYKA MEBLI SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•          ;Mirela ZieliÒska                                  ;ZT;1555   ;ul. Fabryczna 5                                               ;Nowe                         ;3109 ;194;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.klose.pl;1.0;1;1;2;1;2;1;2;2;1;2;1
06033043000000;;"Arkadiusz Gajaszek  ""ARGA""                                              ";Katarzyna Kalinowska                              ;ZT;2616   ;Kazimierzyn 13                                                ;Ryki                         ;4520 ;13;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.arga.com.pl;1.0;1;2;2;1;2;1;2;2;1;2;2
05025090400000;;"""POLSER"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ";Eløbieta Zborowska                                ;ZT;12070  ;ul. Armii Krajowej 18                                         ;Siemiatycze                  ;1051 ;474;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.lactalis.pl;1.0;1;2;2;1;1;2;2;2;2;2;2
02088916200000;;TWINS NIERUCHOMOåCI SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•             ;Marcelina Jeøak                                   ;ZT;242    ;al. Karkonoska 10                                             ;Wroc≥aw                      ;6820 ;21;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.twins-area.com.pl;1.0;1;2;2;1;2;1;2;2;2;2;2
10166339500000;;"PrzedsiÍbiorstwo Inøynieryjne "" ENERGY"" S≥awomir So≥don                 ";Jolanta Czokaj≥o                                  ;ZT;4140   ;ul. Wiekowa 40                                                ;RzgÛw                        ;4222 ;14;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.acpac.pl;1.0;2;2;2;2;2;1;2;2;2;2;2
10070970600000;;TOMASZ CIURA ECO-WIREX                                                  ;Jolanta Czokaj≥o                                  ;ZT;4030   ;Dzbanki 5b                                                    ;SzczercÛw                    ;1629Z;16;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.wirex.pl;1.0;1;1;2;1;2;2;2;2;2;2;2
10171349500000;;"MICHA£ MALKA PRZEDSI BIORSTWO PRODUKCYJNO-HANDLOWO-US£UGOWE ""ALEKSANDRA""";Jolanta Czokaj≥o                                  ;ZT;4151   ;ul. Nowomiejska 79                                            ;Skierniewice                 ;4222 ;30;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.e-instalacje.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
06014997100000;;"""FAMET-SERWIS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•""                  ";Katarzyna Kalinowska                              ;ZT;2593   ;ul. Pu≥awska 69                                               ;Annopol                      ;2562 ;56;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.famet.com.pl;1.0;1;2;2;2;2;1;2;2;2;2;2
07269801300000;;BUMASERVICE Bartosz Bujakowski                                          ;Eløbieta BurliÒska                                ;ZT;14094  ;MiÍdzyrzecze Dolne 294                                        ;MiÍdzyrzecze GÛrne           ;6832 ;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.biuronika.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
10185584100000;;ZAK£AD BUDOWLANY RYSZARD STOPCZYK                                       ;Jolanta Czokaj≥o                                  ;ZT;4172   ;ul. Strykowska 15                                             ;Smardzew                     ;4399 ;12;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.vit.pl;21.0;;;;;;;;;;;
06059270300000;;FRIGO PLUS DUDA SP”£KA JAWNA                                            ;Katarzyna Kalinowska                              ;ZT;2651   ;ul. Antoniny Grygowej 12                                      ;Lublin                       ;2825 ;20;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.frigoplus.pl;1.0;1;1;2;1;2;2;2;2;2;1;2
12022662000000;;PRZEDSI BIORSTWO DROGOWE EFEKTAR SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;RÛøa Ka≥doÒska                                    ;ZT;5196   ;ul. Warsztatowa 13                                            ;TarnÛw                       ;4211 ;21;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.efektar.pl;1.0;1;2;2;2;2;2;2;2;2;2;1
08121775900000;;EOBUWIE.PL LOGISTICS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•            ;Katarzyna Kalinowska                              ;ZT;3413   ;ul. Nowy Kisielin-Nowa 9                                      ;Zielona GÛra                 ;5210 ;762;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.eobuwie.com.pl;1.0;1;1;2;1;1;1;2;2;1;2;1
06163170100000;;RANCZER SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                         ;Katarzyna Kalinowska                              ;ZT;2718   ;ul. Przemys≥owa 13                                            ;Wisznice                     ;7830 ;16;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.kojpasz.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
09012724200000;;DARIUSZ MINDYKOWSKI                                                     ;Nina RumiÒska                                     ;ZT;12636  ;ul. Ustronna 8                                                ;Chojnice                     ;2223 ;21;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.damachojnice.pl/;1.0;1;2;2;2;2;1;2;2;2;2;2
07056159200000;;Ziaja Podbeskidzie Dystrybucja Maria Gunia                              ;Eløbieta BurliÒska                                ;ZT;14018  ;ul. Karpacka 7                                                ;Czaniec                      ;4619 ;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ziaja.com;1.0;1;1;2;2;1;1;2;2;2;2;1
09040910100000;;TLH POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                      ;Mirela ZieliÒska                                  ;ZT;1575   ;ul. Biznesowa 11                                              ;Bia≥e B≥ota                  ;1623 ;173;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.tlhpolska.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
09161737900000;;Transport ciÍøarowy Izabela Umlauf                                      ;Mirela ZieliÒska                                  ;ZT;1681   ;ul. Polna 6                                                   ;Lniano                       ;4941 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.biuro-lewandowscy.pl;1.0;1;2;2;2;2;2;2;2;1;1;1
06161492100000;;POLSKIE SMAKI MAGDALENA KUROWSKA                                        ;Katarzyna Kalinowska                              ;ZT;2712   ;ul. Stefana Okrzei 2                                          ;Lublin                       ;5610 ;17;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.kadryplace.com.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
12010622800000;;"RYSZARD MOTYKA FIRMA REMONTOWO - BUDOWLANA ""MALBUD""                     ";RÛøa Ka≥doÒska                                    ;ZT;5171   ;ul. M≥odzieøy 21D                                             ;KrakÛw                       ;4399 ;15;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.dorpod.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
08053599000000;;WESTPOL OIL SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;Katarzyna Kalinowska                              ;ZT;3367   ;ul. 1 Maja 8                                                  ;£Íknica                      ;4730Z;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.kppwtax.pl;1.0;1;1;2;2;1;1;2;2;1;1;1
12119624500000;;TERMAL WOJCIECH SIWARSKI                                                ;RÛøa Ka≥doÒska                                    ;ZT;5364   ;ul. Kacza 42D                                                 ;Jawiszowice                  ;4399 ;11;0;2;0;0;0;0;0;0;0;1;2;2;2;https://www.termal-brzeszcze.pl;1.0;1;2;2;1;2;1;2;2;2;2;2
07291059400000;;ELTEK POLAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                    ;Eløbieta BurliÒska                                ;ZT;14135  ;ul. åwit 16                                                   ;Bielsko-Bia≥a                ;2751 ;296;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.eltekgroup.com/;1.0;2;1;2;1;2;2;2;2;1;1;1
11003671900000;;APTEKA MEDICUS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                  ;RÛøa Ka≥doÒska                                    ;ZT;5149   ;ul. JÛzefa Korzeniowskiego 27I m 38                           ;KrakÛw                       ;4773 ;29;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.bfik.pl;2.0;;;;;;;;;;;
12258492000000;;POKE S.C., £UKASZ JASIEWICZ, WIOLETTA JASIEWICZ                         ;RÛøa Ka≥doÒska                                    ;ZT;5471   ;UL. G£”WNA 28                                                 ;SZCZAWNICA                   ;4711 ;251;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.poke.com.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
07066029400000;;"""GT POLAND"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ";Eløbieta BurliÒska                                ;ZT;14029  ;ul. KsiÍdza Jana Ewangelisty Mocko 7                          ;SkoczÛw                      ;2932 ;270;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.gtpoland.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
10004879400000;;SP MEDICAL SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                      ;Jolanta Czokaj≥o                                  ;ZT;3895   ;ul. Ceramiczna 2                                              ;ZduÒska Wola                 ;3250 ;344;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.sp-medical.com.pl;21.0;;;;;;;;;;;
09311644000000;;TERMO-BUD s.c. M. Krueger, W. Krueger, K. Krueger                       ;Mirela ZieliÒska                                  ;ZT;1749   ;ul. Ignacego Paderewskiego 32 m 48                            ;Bydgoszcz                    ;4120 ;19;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ksiegowosc.bydgoszcz.pl;21.0;;;;;;;;;;;
12100472500000;;STANIS£AW G£OWACZ  F.H.U. JMS                                           ;RÛøa Ka≥doÒska                                    ;ZT;5329   ;Osiedle M≥odoúci 5 m 2                                        ;KrakÛw                       ;5221 ;20;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.wojtax.pl;1.0;1;2;2;1;2;2;2;2;1;1;2
10019956000000;;IRPOL Piotr Go≥πbek                                                     ;Jolanta Czokaj≥o                                  ;ZT;3926   ;ul. £Íczycka 15 m 1                                           ;OzorkÛw                      ;1413 ;79;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.irpol.com.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
09054830500000;;"""LOGON"" SP”£KA AKCYJNA                                                  ";Mirela ZieliÒska                                  ;ZT;1606   ;ul. Maksymiliana Piotrowskiego 7 A                            ;Bydgoszcz                    ;6202 ;41;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.logon.pl;1.0;1;2;2;1;2;1;2;2;1;1;2
10009469900000;;ANETA SMYRA                                                             ;Jolanta Czokaj≥o                                  ;ZT;3904   ;Osiedle Armii Krajowej 7 m 12                                 ;WieluÒ                       ;4619 ;15;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.debet.konin.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
10098437000000;;"FABRYKA MEBLI ""DREWNOPOL"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•       ";Jolanta Czokaj≥o                                  ;ZT;4061   ;ul. MariaÒska 14/16                                           ;Pabianice                    ;3109 ;42;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.abmconsulting.com.pl;1.0;1;2;2;1;2;2;2;2;1;1;2
12277811000000;;BP SERVICE CENTER Piotr Szwalec                                         ;RÛøa Ka≥doÒska                                    ;ZT;5505   ;ul. Krakowska 57                                              ;TarnÛw                       ;4711Z;16;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.stacjabp.pl;21.0;;;;;;;;;;;
10027611800000;;SEK-MET SEBASTIAN KWIATKOWSKI                                           ;Jolanta Czokaj≥o                                  ;ZT;3938   ;ul. G≥Ûwna 45                                                 ;MakÛw                        ;2893 ;22;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.stol-met.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
07239408100000;;EDYTA LOSKA                                                             ;Eløbieta BurliÒska                                ;ZT;14086  ;ul. G≥Ûwna 18                                                 ;Drogomyúl                    ;4711 ;87;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.emimarket.pl/;1.0;2;2;2;2;2;2;2;2;2;2;2
10050284000000;;CENTRUM TERESY 100 SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMAND;Jolanta Czokaj≥o                                  ;ZT;3982   ;ul. úw. Teresy od Dzieciπtka Jezus 100                        ;£Ûdü                         ;6820 ;17;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.tredor.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
08004608900000;;PRZ. ROB”T INØYNIERYJNYCH 'PRYM' SP. O.O.                               ;Katarzyna Kalinowska                              ;ZT;3274   ;ul. Ludwika Zamenhofa 60                                      ;Zielona GÛra                 ;4211 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.priprym.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
09115562500000;;ZPD - Paterek                                                           ;Mirela ZieliÒska                                  ;ZT;1626   ;ul. Przemys≥owa 12                                            ;Nak≥o nad Noteciπ            ;1623 ;84;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.zpd-paterek.com;21.0;;;;;;;;;;;
10058987000000;;EXMET SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA        ;Jolanta Czokaj≥o                                  ;ZT;4005   ;ul. Brukowa 28 B                                              ;£Ûdü                         ;4677 ;19;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.exmet.com.pl;1.0;1;2;2;1;2;2;2;2;2;2;2
08005356300000;;"""HOFMAN-S£UBICE"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                ";Katarzyna Kalinowska                              ;ZT;3275   ;os. Przemys≥owe 13                                            ;S≥ubice                      ;1623 ;56;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.hofman-slubice.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
08006399800000;;"""ELEVEN"" ELØBIETA GRABOWSKA                                             ";Katarzyna Kalinowska                              ;ZT;3279   ;ul. MosiÍøna 8                                                ;GorzÛw Wielkopolski          ;6203 ;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.bfck.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
09142886200000;;"HURTOWNIA ARTYKU£”W SPOØYWCZO-PRZEMYS£OWYCH ""BERG-HURT"" KAMIL KUCZKOWSKI";Mirela ZieliÒska                                  ;ZT;1658   ;ul. Objazdowa 3                                               ;Bydgoszcz                    ;4636 ;32;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.gmali.com;21.0;;;;;;;;;;;
08028551700000;;BETSCHESOFA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;Katarzyna Kalinowska                              ;ZT;3326   ;ul. MiÍdzychodzka 38                                          ;Pszczew                      ;1396 ;134;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.himolla.com;1.0;1;1;2;2;2;2;2;2;2;2;2
10138482100000;;"""ZDZIASZEK"" DAMIAN ZDZIASZEK; wspÛlnik spÛ≥ki cywilnej: ENFOGAZ         ";Jolanta Czokaj≥o                                  ;ZT;4099   ;ul. Kuünicka 7A                                               ;£Ûdü                         ;1412 ;22;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.e-fartuchy.pl;1.0;1;1;2;1;2;2;2;2;2;2;1
10064413100000;;"P.P.H.U. ""WOJTEX"" SKUPIE— MARCIN                                        ";Jolanta Czokaj≥o                                  ;ZT;4017   ;GÛrka Wieruszowska 8                                          ;WieruszÛw                    ;3103Z;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.wojtex-materace.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
07279276900000;;TEKSID IRON POLAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•              ;Eløbieta BurliÒska                                ;ZT;14109  ;ul. CiÍøarowa 49                                              ;SkoczÛw                      ;2451 ;402;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.teksid.com/en/iron/plants/skoczow;1.0;2;2;2;2;2;2;2;2;2;2;1
12115474900000;;G”RAL I WSP”LNICY SP”£KA JAWNA                                          ;RÛøa Ka≥doÒska                                    ;ZT;5354   ;ul. Bielska 89                                                ;AndrychÛw                    ;4711 ;39;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.aktyw.net;1.0;1;2;2;2;2;1;2;2;2;2;2
08048886400000;;"""åNIEØKA-POLSKA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                ";Katarzyna Kalinowska                              ;ZT;3358   ;ul. Boles≥awa Chrobrego 29A                                   ;GorzÛw Wielkopolski          ;5629Z;16;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.sniezka.biz.pl;1.0;1;1;2;1;2;2;2;2;1;1;1
02239367200000;;S.V. GOMMA POLAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•               ;Marcelina Jeøak                                   ;ZT;468    ;ul. Wiosenna 14 m 2                                           ;Wroc≥aw                      ;2219 ;27;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.brix.pl;1.0;1;2;2;1;2;1;2;2;2;2;2
10142459000000;;"""ME LINH"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                       ";Jolanta Czokaj≥o                                  ;ZT;4104   ;ul. Lutomierska 115 B                                         ;£Ûdü                         ;5610A;22;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.goslawski.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
09253034400000;;"PRZEDSI BIORSTWO PRODUKCYJNO-HANDLOWE ""APIMEX"" SP”£KA Z OGRANICZON• ODPO";Magdalena Adamczyk                                ;ZT;17314  ;ul. Hurtowa 2                                                 ;Konin                        ;4773 ;120;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.aptekiprima.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
